station id, station name, valid,povp. T [°C],povp. rel. vla. [%],količina padavin [mm]
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 18:20,22.2,64,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 18:30,21.9,65,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 18:40,21.7,65,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 18:50,21.6,66,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 19:00,21.6,66,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 19:10,21.6,66,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 19:20,21.7,66,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 19:30,21.4,67,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 19:40,21.1,67,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 19:50,20.9,67,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 20:00,20.8,68,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 20:10,20.6,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 20:20,20.4,69,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 20:30,20.4,70,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 20:40,20.4,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 20:50,20.3,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 21:00,20.2,71,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 21:10,20.1,71,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 21:20,20.1,71,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 21:30,20,71,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 21:40,20,71,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 21:50,19.9,71,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 22:00,19.9,71,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 22:10,19.8,71,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 22:20,19.6,72,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 22:30,19.5,72,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 22:40,19.4,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 22:50,19.5,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 23:00,19.3,73,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 23:10,19.3,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 23:20,19.2,74,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 23:30,19.4,73,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 23:40,19.4,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-13 23:50,19.4,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 00:00,19.3,74,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 00:10,19.3,74,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 00:20,19.2,75,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 00:30,19.3,75,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 00:40,19.3,75,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 00:50,19.2,76,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 01:00,19.2,77,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 01:10,19.2,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 01:20,19.4,76,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 01:30,19.4,76,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 01:40,19.4,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 01:50,19.2,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 02:00,19.2,78,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 02:10,19.3,78,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 02:20,19.4,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 02:30,19.4,77,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 02:40,19.3,78,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 02:50,19.3,78,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 03:00,19.3,78,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 03:10,19.3,78,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 03:20,19.3,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 03:30,19.3,77,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 03:40,19.4,76,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 03:50,19.6,74,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 04:00,19.7,73,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 04:10,19.8,72,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 04:20,19.9,71,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 04:30,19.9,70,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 04:40,19.9,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 04:50,19.9,69,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 05:00,20,69,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 05:10,20,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 05:20,20,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 05:30,20.1,68,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 05:40,20.1,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 05:50,20.2,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 06:00,20.2,68,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 06:10,20.2,67,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 06:20,20.2,67,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 06:30,20.2,67,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 06:40,20.3,66,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 06:50,20.3,66,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 07:00,20.3,66,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 07:10,20.4,65,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 07:20,20.5,65,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 07:30,20.6,64,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 07:40,20.8,64,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 07:50,20.8,64,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 08:00,20.9,64,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 08:10,21,64,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 08:20,21.2,64,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 08:30,21.5,63,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 08:40,21.6,63,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 08:50,21.6,63,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 09:00,21.8,63,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 09:10,22,63,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 09:20,22.1,64,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 09:30,22,64,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 09:40,22.2,65,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 09:50,22.5,64,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 10:00,22.8,63,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 10:10,22.8,64,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 10:20,22.5,65,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 10:30,22.7,65,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 10:40,22.8,65,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 10:50,22.9,65,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 11:00,23.1,64,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 11:10,23.4,63,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 11:20,23.7,61,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 11:30,23.8,61,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 11:40,23.7,61,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 11:50,23.5,61,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 12:00,23.4,62,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 12:10,23.5,61,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 12:20,23.6,62,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 12:30,23.8,61,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 12:40,24.1,60,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 12:50,24.7,59,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 13:00,24.8,58,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 13:10,24.8,59,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 13:20,24.8,59,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 13:30,25,58,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 13:40,25.6,56,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 13:50,25.9,54,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 14:00,26.1,53,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 14:10,26.4,53,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 14:20,26.3,52,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 14:30,25.8,53,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 14:40,25.9,54,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 14:50,25.7,55,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 15:00,25.7,54,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 15:10,25.7,55,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 15:20,25.7,55,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 15:30,26.1,54,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 15:40,26,53,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 15:50,25.8,54,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 16:00,25.3,55,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 16:10,25.1,56,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 16:20,24.9,57,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 16:30,25,57,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 16:40,25,57,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 16:50,24.6,58,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 17:00,24.5,59,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 17:10,24.3,60,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 17:20,24.2,60,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 17:30,24,61,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 17:40,23.8,61,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 17:50,23.6,61,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 18:00,23.5,61,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 18:10,23.4,62,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 18:20,23.3,62,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 18:30,23.4,63,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 18:40,23.4,63,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 18:50,23.5,63,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 19:00,23.4,64,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 19:10,23.3,65,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 19:20,23.2,65,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 19:30,23.3,64,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 19:40,23.3,64,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 19:50,23.3,64,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 20:00,23.2,65,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 20:10,23.1,66,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 20:20,23,67,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 20:30,22.9,68,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 20:40,22.8,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 20:50,22.9,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 21:00,22.9,68,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 21:10,22.9,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 21:20,22.8,69,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 21:30,22.8,69,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 21:40,22.7,69,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 21:50,22.7,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 22:00,22.6,70,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 22:10,22.6,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 22:20,22.5,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 22:30,22.5,71,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 22:40,22.6,71,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 22:50,22.7,71,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 23:00,22.9,71,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 23:10,23.1,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 23:20,23.3,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 23:30,23.4,70,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 23:40,23.4,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-14 23:50,23.4,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 00:00,23.1,71,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 00:10,22.8,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 00:20,22.6,74,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 00:30,22.4,74,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 00:40,22.8,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 00:50,23.1,72,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 01:00,23.2,72,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 01:10,23.4,71,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 01:20,23.5,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 01:30,23.6,70,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 01:40,23.6,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 01:50,23.5,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 02:00,23.4,71,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 02:10,23,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 02:20,22.7,78,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 02:30,21.8,81,2
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 02:40,21.6,82,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 02:50,21.4,84,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 03:00,21.5,83,0.3
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 03:10,21.4,84,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 03:20,21.3,86,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 03:30,21.1,87,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 03:40,21.2,86,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 03:50,21.1,87,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 04:00,20.9,89,0.6
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 04:10,20.7,90,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 04:20,20.6,89,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 04:30,20.6,88,0.1
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 04:40,20.6,89,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 04:50,20.4,90,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 05:00,20.4,88,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 05:10,20.6,86,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 05:20,20.6,86,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 05:30,20.6,86,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 05:40,20.5,86,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 05:50,20.4,86,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 06:00,20.4,86,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 06:10,20.6,83,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 06:20,20.9,81,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 06:30,21.1,78,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 06:40,21.3,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 06:50,21.4,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 07:00,21.4,77,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 07:10,21.6,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 07:20,21.7,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 07:30,21.9,76,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 07:40,22,76,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 07:50,22.2,75,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 08:00,22.3,75,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 08:10,22.4,75,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 08:20,22.6,75,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 08:30,22.8,74,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 08:40,22.9,74,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 08:50,23.2,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 09:00,23.3,72,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 09:10,23.5,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 09:20,23.9,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 09:30,24,67,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 09:40,23.9,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 09:50,23.7,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 10:00,23.5,67,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 10:10,23.3,67,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 10:20,23.2,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 10:30,22.9,71,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 10:40,22,81,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 10:50,21.6,85,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 11:00,21.4,86,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 11:10,21.2,87,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 11:20,21.2,84,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 11:30,21.1,76,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 11:40,19.8,81,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 11:50,19,87,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 12:00,18.2,92,2.8
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 12:10,18,95,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 12:20,18,95,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 12:30,17.9,94,10.9
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 12:40,17.9,94,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 12:50,18.1,95,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 13:00,18.8,93,7.9
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 13:10,19.5,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 13:20,19.6,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 13:30,19.6,92,0
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 13:40,19.1,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 13:50,19.1,91,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 14:00,19.7,90,4.3
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 14:10,19.7,90,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 14:20,19.6,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 14:30,19.2,93,2.6
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 14:40,19,93,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 14:50,18.8,94,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 15:00,18.7,94,0.9
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 15:10,18.7,94,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 15:20,18.8,95,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 15:30,18.8,95,0.7
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 15:40,18.8,95,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 15:50,18.9,95,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 16:00,19,96,1.7
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 16:10,19.1,96,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 16:20,19,96,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 16:30,18.9,95,3.3
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 16:40,18.9,96,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 16:50,18.8,96,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 17:00,18.7,96,6.3
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 17:10,18.6,96,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 17:20,18.5,96,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 17:30,17.9,95,23.2
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 17:40,17.8,95,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 17:50,17.4,94,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 18:00,17.4,94,15.7
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 18:10,17.3,95,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 18:20,17.2,95,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 18:30,17.1,96,8.6
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 18:40,16.9,95,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 18:50,16.8,95,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 19:00,16.7,95,2.8
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 19:10,16.6,95,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 19:20,16.6,96,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 19:30,16.5,96,1.1
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 19:40,16.5,96,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 19:50,16.5,96,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 20:00,16.4,96,0.1
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 20:10,16.4,96,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 20:20,16.4,96,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 20:30,16.4,96,0.1
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 20:40,16.5,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 20:50,16.5,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 21:00,16.5,97,0.1
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 21:10,16.5,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 21:20,16.4,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 21:30,16.5,97,0.1
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 21:40,16.5,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 21:50,16.6,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 22:00,16.7,97,0.6
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 22:10,16.6,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 22:20,16.6,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 22:30,16.5,97,1.6
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 22:40,16.5,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 22:50,16.5,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 23:00,16.6,97,1
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 23:10,16.6,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 23:20,16.5,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 23:30,16.5,97,1.8
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 23:40,16.4,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-15 23:50,16.4,98,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-16 00:00,16.3,98,3.2
_1828,LJUBLJANA - BEŽIGRAD,2022-09-16 00:10,16.3,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-16 00:20,16.3,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-16 00:30,16.3,97,3.5
_1828,LJUBLJANA - BEŽIGRAD,2022-09-16 00:40,16.2,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-16 00:50,16.1,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-16 01:00,16,97,1.5
_1828,LJUBLJANA - BEŽIGRAD,2022-09-16 01:10,16.1,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-16 01:20,16,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-16 01:30,16,97,3.8
_1828,LJUBLJANA - BEŽIGRAD,2022-09-16 01:40,16,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-16 01:50,15.9,97,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-16 02:00,15.9,97,9.2
_1828,LJUBLJANA - BEŽIGRAD,2022-09-16 02:10,15.9,98,
_1828,LJUBLJANA - BEŽIGRAD,2022-09-16 02:20,15.9,98,
